Index,Place_ID,Category
118,51044d7ae63c6a54c059b05b203094c04440f00102f901a3bbea26000000009203204368696c6472656ee2809973204d757365756d206f6620436c6576656c616e64,entertainment
119,51044d7ae63c6a54c059b05b203094c04440f00102f901a3bbea26000000009203204368696c6472656ee2809973204d757365756d206f6620436c6576656c616e64,entertainment.museum
120,51b10573aaab6a54c0598ed77c90afbf4440f00102f901e534342d0000000092030f537465726c696e67204272616e6368,building
121,51b10573aaab6a54c0598ed77c90afbf4440f00102f901e534342d0000000092030f537465726c696e67204272616e6368,building.public_and_civil
122,51b10573aaab6a54c0598ed77c90afbf4440f00102f901e534342d0000000092030f537465726c696e67204272616e6368,education
123,51b10573aaab6a54c0598ed77c90afbf4440f00102f901e534342d0000000092030f537465726c696e67204272616e6368,education.library
124,51b10573aaab6a54c0598ed77c90afbf4440f00102f901e534342d0000000092030f537465726c696e67204272616e6368,internet_access
125,51b10573aaab6a54c0598ed77c90afbf4440f00102f901e534342d0000000092030f537465726c696e67204272616e6368,internet_access.free
126,51c6f4c19f3b6954c0599a726f656ec14440f00102f901e54d412e000000009203184261736562616c6c204865726974616765204d757365756d,building
127,51c6f4c19f3b6954c0599a726f656ec14440f00102f901e54d412e000000009203184261736562616c6c204865726974616765204d757365756d,building.tourism
128,51c6f4c19f3b6954c0599a726f656ec14440f00102f901e54d412e000000009203184261736562616c6c204865726974616765204d757365756d,entertainment
129,51c6f4c19f3b6954c0599a726f656ec14440f00102f901e54d412e000000009203184261736562616c6c204865726974616765204d757365756d,entertainment.museum
130,51c6f4c19f3b6954c0599a726f656ec14440f00102f901e54d412e000000009203184261736562616c6c204865726974616765204d757365756d,fee
131,5198f96937556c54c059a7ab716a31c14440f00102f9018d3d443200000000920314436f6173742047756172642045786368616e6765,access_limited
132,5198f96937556c54c059a7ab716a31c14440f00102f9018d3d443200000000920314436f6173742047756172642045786368616e6765,access_limited.private
133,5198f96937556c54c059a7ab716a31c14440f00102f9018d3d443200000000920314436f6173742047756172642045786368616e6765,building
134,5198f96937556c54c059a7ab716a31c14440f00102f9018d3d443200000000920314436f6173742047756172642045786368616e6765,building.commercial
135,5198f96937556c54c059a7ab716a31c14440f00102f9018d3d443200000000920314436f6173742047756172642045786368616e6765,commercial
136,5198f96937556c54c059a7ab716a31c14440f00102f9018d3d443200000000920314436f6173742047756172642045786368616e6765,commercial.department_store
137,51a18a76700b6d54c05920262f6695bf4440f00103f901ace66f5f0000000092031a4772656174657220436c6576656c616e6420417175617269756d,entertainment
138,51a18a76700b6d54c05920262f6695bf4440f00103f901ace66f5f0000000092031a4772656174657220436c6576656c616e6420417175617269756d,entertainment.zoo
139,519e5f94a0bf6e54c059b5ec0a0cfebd4440f00103f90111c88b670000000092030f43617069746f6c2054686561746572,entertainment
140,519e5f94a0bf6e54c059b5ec0a0cfebd4440f00103f90111c88b670000000092030f43617069746f6c2054686561746572,entertainment.cinema
141,5190d552e5206f54c0593c994512bdbd4440f00103f901ccb249a000000000920314426c617a696e6720536164646c65204379636c65,commercial
142,5190d552e5206f54c0593c994512bdbd4440f00103f901ccb249a000000000920314426c617a696e6720536164646c65204379636c65,commercial.outdoor_and_sport
143,5190d552e5206f54c0593c994512bdbd4440f00103f901ccb249a000000000920314426c617a696e6720536164646c65204379636c65,commercial.outdoor_and_sport.bicycle
144,51f442f0aee96b54c059a9d91fb704c04440f00103f90142eafbc8000000009203084865696e656e2773,commercial
145,51f442f0aee96b54c059a9d91fb704c04440f00103f90142eafbc8000000009203084865696e656e2773,commercial.supermarket
146,5182c1dabd016c54c059860eec2cc4bf4440f00103f9015de51adf0000000092032d486f74656c20496e6469676f20436c6576656c616e6420446f776e746f776e2c20616e2049484720486f74656c,accommodation
147,5182c1dabd016c54c059860eec2cc4bf4440f00103f9015de51adf0000000092032d486f74656c20496e6469676f20436c6576656c616e6420446f776e746f776e2c20616e2049484720486f74656c,accommodation.hotel
148,5182c1dabd016c54c059860eec2cc4bf4440f00103f9015de51adf0000000092032d486f74656c20496e6469676f20436c6576656c616e6420446f776e746f776e2c20616e2049484720486f74656c,internet_access
149,5182c1dabd016c54c059860eec2cc4bf4440f00103f9015de51adf0000000092032d486f74656c20496e6469676f20436c6576656c616e6420446f776e746f776e2c20616e2049484720486f74656c,wheelchair
150,5182c1dabd016c54c059860eec2cc4bf4440f00103f9015de51adf0000000092032d486f74656c20496e6469676f20436c6576656c616e6420446f776e746f776e2c20616e2049484720486f74656c,wheelchair.yes
151,5135cf6cb2216f54c059cee3a711e9bb4440f00103f901b05b5cfc00000000920309526974652053686f70,commercial
152,5135cf6cb2216f54c059cee3a711e9bb4440f00103f901b05b5cfc00000000920309526974652053686f70,commercial.convenience
153,512ecece586a6d54c05934cb97a6adbd4440f00103f901e53c3843010000009203114c6f726420436974792047616c6c657279,commercial
154,512ecece586a6d54c05934cb97a6adbd4440f00103f901e53c3843010000009203114c6f726420436974792047616c6c657279,commercial.art
155,51158f8b6a916b54c059b59981b4ffbf4440f00103f901473c405f010000009203074d61657374726f,commercial
156,51158f8b6a916b54c059b59981b4ffbf4440f00103f901473c405f010000009203074d61657374726f,service
157,51158f8b6a916b54c059b59981b4ffbf4440f00103f901473c405f010000009203074d61657374726f,service.tailor
158,518849b890476c54c059c671f8d8a7c04440f00103f901766322d601000000920303434758,commercial
159,518849b890476c54c059c671f8d8a7c04440f00103f901766322d601000000920303434758,commercial.department_store
160,515e20521dbc6d54c0594bd85aee71bd4440f00103f901291900ee010000009203126475636b2d72616262697420636f66666565,catering
161,515e20521dbc6d54c0594bd85aee71bd4440f00103f901291900ee010000009203126475636b2d72616262697420636f66666565,catering.cafe
162,515e20521dbc6d54c0594bd85aee71bd4440f00103f901291900ee010000009203126475636b2d72616262697420636f66666565,internet_access
163,5182b4102e2e6d54c0593d4168823cbe4440f00103f901735d10f50100000092031c506572706c65786974792047616d65732045736361706520526f6f6d,entertainment
164,5182b4102e2e6d54c0593d4168823cbe4440f00103f901735d10f50100000092031c506572706c65786974792047616d65732045736361706520526f6f6d,entertainment.escape_game
165,51b9884a7e9f6d54c0591b901c8986bd4440f00103f901710b034a02000000920312416c6c205468696e677320466f7220596f75,commercial
166,51b9884a7e9f6d54c0591b901c8986bd4440f00103f901710b034a02000000920312416c6c205468696e677320466f7220596f75,commercial.furniture_and_interior
167,51b596b844646b54c059cea6eaad26c04440f00103f9013de2bf5d020000009203144d6172696e6f2773204861697263757474696e67,commercial
168,51b596b844646b54c059cea6eaad26c04440f00103f9013de2bf5d020000009203144d6172696e6f2773204861697263757474696e67,commercial.health_and_beauty
169,51b596b844646b54c059cea6eaad26c04440f00103f9013de2bf5d020000009203144d6172696e6f2773204861697263757474696e67,service
170,51b596b844646b54c059cea6eaad26c04440f00103f9013de2bf5d020000009203144d6172696e6f2773204861697263757474696e67,service.beauty
171,51b596b844646b54c059cea6eaad26c04440f00103f9013de2bf5d020000009203144d6172696e6f2773204861697263757474696e67,service.beauty.spa
172,51d1f07739b66a54c059c72bc3a222c14440f00103f901f00e2c78020000009203154d65645769736820496e7465726e6174696f6e616c,commercial
173,5161f9f36d416a54c05909cde76b3bc04440f00103f90129e21d9c02000000920321476174657761792043687572636820446f776e746f776e20436c6576656c616e64,internet_access
174,5161f9f36d416a54c05909cde76b3bc04440f00103f90129e21d9c02000000920321476174657761792043687572636820446f776e746f776e20436c6576656c616e64,religion
175,5161f9f36d416a54c05909cde76b3bc04440f00103f90129e21d9c02000000920321476174657761792043687572636820446f776e746f776e20436c6576656c616e64,religion.place_of_worship
176,5161f9f36d416a54c05909cde76b3bc04440f00103f90129e21d9c02000000920321476174657761792043687572636820446f776e746f776e20436c6576656c616e64,religion.place_of_worship.christianity
177,51de466b316d6c54c0591bbed69ab9c04440f00102f90163eb71020000000092031357696c6c617264205061726b20476172616765,building
178,51de466b316d6c54c0591bbed69ab9c04440f00102f90163eb71020000000092031357696c6c617264205061726b20476172616765,building.garage
179,51de466b316d6c54c0591bbed69ab9c04440f00102f90163eb71020000000092031357696c6c617264205061726b20476172616765,building.parking
180,51de466b316d6c54c0591bbed69ab9c04440f00102f90163eb71020000000092031357696c6c617264205061726b20476172616765,fee
181,51de466b316d6c54c0591bbed69ab9c04440f00102f90163eb71020000000092031357696c6c617264205061726b20476172616765,parking
182,51de466b316d6c54c0591bbed69ab9c04440f00102f90163eb71020000000092031357696c6c617264205061726b20476172616765,parking.cars
183,51de466b316d6c54c0591bbed69ab9c04440f00102f90163eb71020000000092031357696c6c617264205061726b20476172616765,parking.multistorey
184,51d67bb02c266c54c059466d698007c04440f00102f90120cdc3060000000092030a35313520476172616765,building
185,51d67bb02c266c54c059466d698007c04440f00102f90120cdc3060000000092030a35313520476172616765,building.parking
186,51d67bb02c266c54c059466d698007c04440f00102f90120cdc3060000000092030a35313520476172616765,fee
187,51d67bb02c266c54c059466d698007c04440f00102f90120cdc3060000000092030a35313520476172616765,parking
188,51d67bb02c266c54c059466d698007c04440f00102f90120cdc3060000000092030a35313520476172616765,parking.cars
189,51d67bb02c266c54c059466d698007c04440f00102f90120cdc3060000000092030a35313520476172616765,parking.multistorey
190,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,access
191,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,access.yes
192,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,building
193,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,building.parking
194,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,fee
195,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,parking
196,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,parking.cars
197,517104427aba6b54c05939acd294f6bf4440f00102f9016369f106000000009203105468652048616c6c6520476172616765,parking.multistorey
198,5150a590cf1b6c54c0592277c00ce3bf4440f00102f9014a218f0700000000920312357468205374726565742041726361646573,building
199,5150a590cf1b6c54c0592277c00ce3bf4440f00102f9014a218f0700000000920312357468205374726565742041726361646573,building.commercial
200,5150a590cf1b6c54c0592277c00ce3bf4440f00102f9014a218f0700000000920312357468205374726565742041726361646573,commercial
201,5150a590cf1b6c54c0592277c00ce3bf4440f00102f9014a218f0700000000920312357468205374726565742041726361646573,commercial.shopping_mall
202,511af086871f6c54c059fadb42d39fc04440f00102f901a08558080000000092031447616c6c65726961206174204572696576696577,building
203,511af086871f6c54c059fadb42d39fc04440f00102f901a08558080000000092031447616c6c65726961206174204572696576696577,building.commercial
204,511af086871f6c54c059fadb42d39fc04440f00102f901a08558080000000092031447616c6c65726961206174204572696576696577,commercial
205,511af086871f6c54c059fadb42d39fc04440f00102f901a08558080000000092031447616c6c65726961206174204572696576696577,commercial.shopping_mall
206,5190718e07bd6854c059821e421a77c04440f00102f901eac5bb0f00000000920304414c4449,building
207,5190718e07bd6854c059821e421a77c04440f00102f901eac5bb0f00000000920304414c4449,building.commercial
208,5190718e07bd6854c059821e421a77c04440f00102f901eac5bb0f00000000920304414c4449,commercial
209,5190718e07bd6854c059821e421a77c04440f00102f901eac5bb0f00000000920304414c4449,commercial.supermarket
210,5175c93846b26e54c0597bc45fd8f5bd4440f00103f90128b44e1500000000920318436c6576656c616e64205075626c69632054686561747265,entertainment
211,5175c93846b26e54c0597bc45fd8f5bd4440f00103f90128b44e1500000000920318436c6576656c616e64205075626c69632054686561747265,entertainment.culture
212,5175c93846b26e54c0597bc45fd8f5bd4440f00103f90128b44e1500000000920318436c6576656c616e64205075626c69632054686561747265,entertainment.culture.theatre
213,51eafbe33b6a6c54c059df0c13bdb1bf4440f00102f901428a201600000000920311546f77657220436974792043656e746572,commercial
